datetime,stock_code_equity,exchange_code_equity,product_type_equity,expiry_date_equity,right_equity,strike_price_equity,open_equity,high_equity,low_equity,close_equity,volume_equity,open_interest_equity,count_equity,stock_code_futures,exchange_code_futures,product_type_futures,expiry_date_futures,right_futures,strike_price_futures,open_futures,high_futures,low_futures,close_futures,volume_futures,open_interest_futures,count_futures,call_open_interest,put_open_interest
01-11-2022 09:15,NIFTY,NSE,0,0,0,0,18130.7,18130.7,18091.55,18105.1,0,0,8279,NIFTY,NFO,Futures,24-Nov-22,Others,0,18130,18155.4,18130,18145.05,245000,11713150,750,12368900,26577750
01-11-2022 09:20,NIFTY,NSE,0,0,0,0,18109.85,18120.95,18098.95,18100.8,0,0,8280,NIFTY,NFO,Futures,24-Nov-22,Others,0,18147.45,18147.45,18135.5,18136.2,51350,11597550,755,11086850,28909500
01-11-2022 09:25,NIFTY,NSE,0,0,0,0,18099.75,18117.4,18088.65,18115.7,0,0,8281,NIFTY,NFO,Futures,24-Nov-22,Others,0,18151.4,18155.05,18151.25,18152.4,44900,11563700,760,10797600,29755950
01-11-2022 09:30,NIFTY,NSE,0,0,0,0,18116.4,18122.65,18108.7,18115.95,0,0,8282,NIFTY,NFO,Futures,24-Nov-22,Others,0,18156,18159.9,18155.45,18157,37100,11599950,765,10481550,31071150
01-11-2022 09:35,NIFTY,NSE,0,0,0,0,18116.65,18119,18105.75,18108.15,0,0,8283,NIFTY,NFO,Futures,24-Nov-22,Others,0,18152,18155,18146.95,18147.15,23700,11618650,770,10289150,31795050
01-11-2022 09:40,NIFTY,NSE,0,0,0,0,18107.65,18121.05,18101.6,18121.05,0,0,8284,NIFTY,NFO,Futures,24-Nov-22,Others,0,18158.85,18167.7,18157,18165.4,60150,11603850,775,10228400,32041150
01-11-2022 09:45,NIFTY,NSE,0,0,0,0,18121.75,18127.1,18117.35,18125.15,0,0,8285,NIFTY,NFO,Futures,24-Nov-22,Others,0,18166.95,18169.7,18164,18166.55,24450,11615550,780,10114750,32326650
01-11-2022 09:50,NIFTY,NSE,0,0,0,0,18124.7,18137.05,18121.85,18132.25,0,0,8286,NIFTY,NFO,Futures,24-Nov-22,Others,0,18179,18179.95,18175.65,18179.5,23950,11638700,785,9891750,31979150
01-11-2022 09:55,NIFTY,NSE,0,0,0,0,18133.1,18141.8,18132.2,18137.35,0,0,8287,NIFTY,NFO,Futures,24-Nov-22,Others,0,18184.15,18184.15,18176.65,18176.8,19850,11636700,790,9870550,32295000
01-11-2022 10:00,NIFTY,NSE,0,0,0,0,18136.9,18142.15,18131.3,18138.5,0,0,8288,NIFTY,NFO,Futures,24-Nov-22,Others,0,18179.5,18183,18177.7,18182.95,14350,11653400,795,9819450,32649350
01-11-2022 10:05,NIFTY,NSE,0,0,0,0,18138.4,18145.3,18135.4,18144.15,0,0,8289,NIFTY,NFO,Futures,24-Nov-22,Others,0,18186.25,18189.75,18186,18186,27850,11685650,800,9715250,32807300
01-11-2022 10:10,NIFTY,NSE,0,0,0,0,18143.85,18154,18134.5,18153.9,0,0,8290,NIFTY,NFO,Futures,24-Nov-22,Others,0,18192.9,18195,18190.15,18194.25,24250,11700200,805,9727050,32842200
01-11-2022 10:15,NIFTY,NSE,0,0,0,0,18153.4,18163.3,18152.25,18162.75,0,0,8291,NIFTY,NFO,Futures,24-Nov-22,Others,0,18199,18206.2,18199,18200.05,55400,11738650,810,9591550,33040550
01-11-2022 10:20,NIFTY,NSE,0,0,0,0,18162.4,18163.85,18155.9,18155.9,0,0,8292,NIFTY,NFO,Futures,24-Nov-22,Others,0,18198.5,18200.65,18196.3,18200.65,17100,11787150,815,9361150,33226600
01-11-2022 10:25,NIFTY,NSE,0,0,0,0,18156.7,18161.5,18147.4,18154,0,0,8293,NIFTY,NFO,Futures,24-Nov-22,Others,0,18193.2,18199,18191.55,18199,14050,11808900,820,9270400,33411300
01-11-2022 10:30,NIFTY,NSE,0,0,0,0,18154,18158.35,18150.95,18153.8,0,0,8294,NIFTY,NFO,Futures,24-Nov-22,Others,0,18199.5,18200.5,18197.7,18198.6,14350,11832300,825,9204500,33658000
01-11-2022 10:35,NIFTY,NSE,0,0,0,0,18153.6,18157.85,18144.55,18149.55,0,0,8295,NIFTY,NFO,Futures,24-Nov-22,Others,0,18193.1,18196,18190.9,18195,11000,11851250,830,9156400,33795150
01-11-2022 10:40,NIFTY,NSE,0,0,0,0,18149.5,18158.35,18149.5,18158.35,0,0,8296,NIFTY,NFO,Futures,24-Nov-22,Others,0,18199.05,18211.6,18197,18211,50700,11859750,835,9135300,33912600
