datetime,stock_code_equity,exchange_code_equity,product_type_equity,expiry_date_equity,right_equity,strike_price_equity,open_equity,high_equity,low_equity,close_equity,volume_equity,open_interest_equity,count_equity,stock_code_futures,exchange_code_futures,product_type_futures,expiry_date_futures,right_futures,strike_price_futures,open_futures,high_futures,low_futures,close_futures,volume_futures,open_interest_futures,count_futures,call_open_interest,put_open_interest,return,log_return,vol_30,atr_14,oi_change,basis,vol_oi_ratio_equity,vol_oi_ratio_futures,close_equity_lag_1,close_equity_lag_5,return_lag_1,return_lag_5
01-11-2022 12:35,NIFTY,NSE,0,0,0,0,18127.95,18129.55,18117.2,18119.05,0,0,8319,NIFTY,NFO,Futures,24-Nov-22,Others,0,18173.3,18173.9,18170.0,18170.0,38900,12235500,950,8643750,31539600,-0.000524035292397862,-0.000524172646879528,0.00040083256102747464,10.414285714285402,-460000.0,50.95000000000073,0.0,0.0031792731658474792,18128.55,18138.25,0.0003117602591196089,9.924764769286831e-05
01-11-2022 12:40,NIFTY,NSE,0,0,0,0,18118.7,18121.4,18108.25,18115.95,0,0,8320,NIFTY,NFO,Futures,24-Nov-22,Others,0,18168.7,18172.0,18167.45,18171.95,19000,12254500,955,8629650,31355700,-0.00017109064768838778,-0.00017110528536285426,0.0003858643493863524,9.960714285714078,-198000.0,56.0,0.0,0.0015504507282671077,18119.05,18120.05,-0.000524035292397862,-0.001003404407812214
01-11-2022 12:45,NIFTY,NSE,0,0,0,0,18115.5,18125.6,18113.8,18125.45,0,0,8321,NIFTY,NFO,Futures,24-Nov-22,Others,0,18181.45,18185.0,18179.9,18183.1,24100,12273500,960,8660100,31518300,0.0005243997692641056,0.0005242623197553313,0.0003877559251491161,10.046428571428416,193050.0,57.64999999999782,0.0,0.001963579910899099,18115.95,18128.6,-0.00017109064768838778,0.0004718530026130985
01-11-2022 12:50,NIFTY,NSE,0,0,0,0,18124.9,18128.55,18122.25,18124.5,0,0,8322,NIFTY,NFO,Futures,24-Nov-22,Others,0,18180.3,18182.5,18179.55,18182.5,3050,12286500,965,8337950,29260500,-5.24124918278579e-05,-5.241386541050317e-05,0.00038334888209512485,9.964285714285454,-2579950.0,58.0,0.0,0.00024823991793920824,18125.45,18122.9,0.0005243997692641056,-0.00031442030824202494
01-11-2022 12:55,NIFTY,NSE,0,0,0,0,18124.15,18134.05,18123.75,18126.5,0,0,8323,NIFTY,NFO,Futures,24-Nov-22,Others,0,18184.15,18184.15,18175.05,18175.9,16950,12304650,970,8339100,29373100,0.00011034787166552817,0.0001103417837869898,0.0003844475600630519,10.23928571428535,113750.0,49.400000000001455,0.0,0.0013775278957525899,18124.5,18128.55,-5.24124918278579e-05,0.0003117602591196089
01-11-2022 13:00,NIFTY,NSE,0,0,0,0,18126.25,18126.25,18115.65,18116.6,0,0,8324,NIFTY,NFO,Futures,24-Nov-22,Others,0,18168.15,18170.0,18167.3,18167.3,10550,12284750,975,8309200,29162750,-0.0005461616969630878,-0.0005463108975902876,0.0003948293755942975,10.485714285713973,-240250.0,50.70000000000073,0.0,0.0008587882652240978,18126.5,18119.05,0.00011034787166552817,-0.000524035292397862
01-11-2022 13:05,NIFTY,NSE,0,0,0,0,18116.0,18116.95,18070.55,18072.75,0,0,8325,NIFTY,NFO,Futures,24-Nov-22,Others,0,18135.05,18135.75,18126.05,18134.75,52950,12262800,980,8349300,28390450,-0.002420432089906388,-0.0024233660709480514,0.0005832881220892873,13.47857142857122,-732200.0,62.0,0.0,0.004317936823732197,18116.6,18115.95,-0.0005461616969630878,-0.00017109064768838778
01-11-2022 13:10,NIFTY,NSE,0,0,0,0,18071.8,18081.45,18070.7,18076.55,0,0,8326,NIFTY,NFO,Futures,24-Nov-22,Others,0,18132.4,18132.55,18128.0,18128.5,18500,12233850,985,8623050,27563700,0.0002102613050034563,0.00021023920319331477,0.0005752240790000563,13.646428571428519,-553000.0,51.95000000000073,0.0,0.0015121975901128762,18072.75,18125.45,-0.002420432089906388,0.0005243997692641056
01-11-2022 13:15,NIFTY,NSE,0,0,0,0,18076.75,18077.85,18060.9,18067.6,0,0,8327,NIFTY,NFO,Futures,24-Nov-22,Others,0,18120.0,18126.6,18116.15,18126.35,21100,12211000,990,8647550,26911300,-0.0004951166013427155,-0.0004952392120399095,0.0005627060095276218,13.899999999999636,-627900.0,58.75,0.0,0.0017279500673204433,18076.55,18124.5,0.0002102613050034563,-5.24124918278579e-05
01-11-2022 13:20,NIFTY,NSE,0,0,0,0,18067.1,18084.4,18065.65,18084.4,0,0,8328,NIFTY,NFO,Futures,24-Nov-22,Others,0,18133.05,18140.8,18133.05,18138.9,29100,12194200,995,8606900,26652250,0.0009298412628131469,0.0009294092282211172,0.0005981300373191351,14.757142857142494,-299700.0,54.5,0.0,0.0023863802146610507,18067.6,18126.5,-0.0004951166013427155,0.00011034787166552817
01-11-2022 13:25,NIFTY,NSE,0,0,0,0,18083.65,18094.1,18083.25,18089.45,0,0,8329,NIFTY,NFO,Futures,24-Nov-22,Others,0,18140.5,18143.55,18137.05,18138.35,7400,12238400,1000,8518350,26431950,0.00027924620114561094,0.0002792072191820585,0.000602625286896044,14.221428571427948,-308850.0,48.89999999999782,0.0,0.0006046541537575047,18084.4,18116.6,0.0009298412628131469,-0.0005461616969630878
01-11-2022 13:30,NIFTY,NSE,0,0,0,0,18089.25,18108.8,18086.5,18104.55,0,0,8330,NIFTY,NFO,Futures,24-Nov-22,Others,0,18162.3,18166.9,18161.0,18164.0,24950,12249950,1005,8475650,26549050,0.0008347406913973288,0.0008343924891453107,0.0006284948828957326,14.996428571428103,74400.0,59.45000000000073,0.0,0.0020367428408489146,18089.45,18072.75,0.00027924620114561094,-0.002420432089906388
01-11-2022 13:35,NIFTY,NSE,0,0,0,0,18104.7,18117.5,18104.25,18116.8,0,0,8331,NIFTY,NFO,Futures,24-Nov-22,Others,0,18176.8,18179.25,18175.0,18175.05,38250,12273100,1010,8493700,26671900,0.0006766254891725776,0.0006763966813519301,0.000639543593057044,15.203571428570806,140900.0,58.25,0.0,0.0031165717612851064,18104.55,18076.55,0.0008347406913973288,0.0002102613050034563
01-11-2022 13:40,NIFTY,NSE,0,0,0,0,18116.85,18123.05,18106.6,18110.85,0,0,8332,NIFTY,NFO,Futures,24-Nov-22,Others,0,18170.8,18175.1,18170.8,18171.5,12900,12361400,1015,8575850,27363450,-0.000328424445818265,-0.0003284783889377199,0.0006398329156701496,15.72857142857096,773700.0,60.650000000001455,0.0,0.0010435710321184469,18116.8,18067.6,0.0006766254891725776,-0.0004951166013427155
01-11-2022 13:45,NIFTY,NSE,0,0,0,0,18110.3,18112.5,18106.05,18110.0,0,0,8333,NIFTY,NFO,Futures,24-Nov-22,Others,0,18171.0,18176.5,18171.0,18173.85,16200,12393100,1020,8576000,27750100,-4.6933191981568534e-05,-4.6934293378284836e-05,0.000639781014269211,15.307142857142546,386800.0,63.849999999998545,0.0,0.0013071788892868703,18110.85,18084.4,-0.000328424445818265,0.0009298412628131469
01-11-2022 13:50,NIFTY,NSE,0,0,0,0,18110.25,18121.4,18107.0,18117.7,0,0,8334,NIFTY,NFO,Futures,24-Nov-22,Others,0,18179.65,18185.8,18177.15,18185.55,12650,12408450,1025,8582650,27858650,0.0004251794588625568,0.00042508909568924025,0.0006461746470043129,15.39642857142826,115200.0,67.84999999999854,0.0,0.0010194664910229327,18110.0,18089.45,-4.6933191981568534e-05,0.00027924620114561094
01-11-2022 13:55,NIFTY,NSE,0,0,0,0,18116.9,18124.5,18111.9,18115.35,0,0,8335,NIFTY,NFO,Futures,24-Nov-22,Others,0,18177.0,18178.45,18173.1,18175.0,10350,12420100,1030,8572650,27880600,-0.0001297074131927367,-0.0001297158259267258,0.0006458062573501393,15.453571428571065,11950.0,59.650000000001455,0.0,0.0008333265566842009,18117.7,18104.55,0.0004251794588625568,0.0008347406913973288
01-11-2022 14:00,NIFTY,NSE,0,0,0,0,18115.25,18116.5,18100.25,18102.35,0,0,8336,NIFTY,NFO,Futures,24-Nov-22,Others,0,18156.1,18162.0,18155.35,18161.8,19400,12424350,1035,8525900,27941300,-0.0007176234519343794,-0.0007178810668981621,0.0006350229407805435,16.164285714285402,13950.0,59.45000000000073,0.0,0.00156144976908653,18115.35,18116.8,-0.0001297074131927367,0.0006766254891725776
01-11-2022 14:05,NIFTY,NSE,0,0,0,0,18101.9,18113.85,18101.55,18106.7,0,0,8337,NIFTY,NFO,Futures,24-Nov-22,Others,0,18165.0,18167.2,18162.0,18167.2,7200,12429150,1040,8524500,27994350,0.000240300292503548,0.00024027142501274442,0.0006362331591701382,16.307142857142544,51650.0,60.5,0.0,0.000579283331580733,18102.35,18110.85,-0.0007176234519343794,-0.000328424445818265
01-11-2022 14:10,NIFTY,NSE,0,0,0,0,18106.5,18106.5,18094.9,18095.25,0,0,8338,NIFTY,NFO,Futures,24-Nov-22,Others,0,18155.25,18162.95,18155.25,18162.0,8500,12429150,1045,8559450,28029700,-0.0006323626061072174,-0.0006325626316702549,0.0006447289048077042,16.378571428571117,70300.0,66.75,0.0,0.0006838761553383655,18106.7,18110.0,0.000240300292503548,-4.6933191981568534e-05
01-11-2022 14:15,NIFTY,NSE,0,0,0,0,18095.8,18110.95,18095.6,18108.35,0,0,8339,NIFTY,NFO,Futures,24-Nov-22,Others,0,18171.0,18175.0,18169.2,18173.95,3250,12441350,1050,8592400,27971900,0.0007239468921400594,0.0007236849689934151,0.0006612008864070079,14.160714285714025,-24850.0,65.60000000000218,0.0,0.00026122564985104913,18095.25,18117.7,-0.0006323626061072174,0.0004251794588625568
01-11-2022 14:20,NIFTY,NSE,0,0,0,0,18108.2,18120.8,18107.7,18115.7,0,0,8340,NIFTY,NFO,Futures,24-Nov-22,Others,0,18178.2,18179.5,18173.0,18177.0,7300,12443300,1055,8553100,28072950,0.00040589010042335616,0.00040580774931945696,0.0006641891150106755,14.328571428571065,61750.0,61.29999999999927,0.0,0.0005866610475789342,18108.35,18115.35,0.0007239468921400594,-0.0001297074131927367
01-11-2022 14:25,NIFTY,NSE,0,0,0,0,18115.35,18116.4,18107.25,18108.6,0,0,8341,NIFTY,NFO,Futures,24-Nov-22,Others,0,18172.0,18176.65,18166.1,18174.0,9900,12457600,1060,8573250,28099850,-0.00039192523612130437,-0.00039200205888983557,0.0006668448107301215,13.771428571428519,47050.0,65.40000000000146,0.0,0.0007946955437086161,18115.7,18102.35,0.00040589010042335616,-0.0007176234519343794
01-11-2022 14:30,NIFTY,NSE,0,0,0,0,18107.85,18112.6,18098.55,18103.9,0,0,8342,NIFTY,NFO,Futures,24-Nov-22,Others,0,18159.8,18178.95,18159.8,18178.1,15900,12470550,1065,8562100,27969100,-0.0002595451884738198,-0.00025957887615535964,0.000666597397545795,13.435714285714182,-141900.0,74.19999999999709,0.0,0.0012750038069689142,18108.6,18106.7,-0.00039192523612130437,0.000240300292503548
01-11-2022 14:35,NIFTY,NSE,0,0,0,0,18105.45,18117.75,18105.05,18112.25,0,0,8343,NIFTY,NFO,Futures,24-Nov-22,Others,0,18173.0,18179.0,18171.2,18179.0,7800,12471000,1070,8523650,27875100,0.0004612265865364673,0.00046112025424866566,0.0006673797758894236,13.567857142857195,-132450.0,66.75,0.0,0.0006254509962752789,18103.9,18095.25,-0.0002595451884738198,-0.0006323626061072174
01-11-2022 14:40,NIFTY,NSE,0,0,0,0,18111.95,18120.6,18105.15,18109.15,0,0,8344,NIFTY,NFO,Futures,24-Nov-22,Others,0,18168.15,18177.9,18165.65,18175.6,7450,12334550,1075,8533100,27913600,-0.00017115488136476564,-0.0001711695300329577,0.0006672003027201708,13.078571428571324,47950.0,66.44999999999709,0.0,0.0006039944218480267,18112.25,18108.35,0.0004612265865364673,0.0007239468921400594
01-11-2022 14:45,NIFTY,NSE,0,0,0,0,18108.9,18119.25,18108.65,18118.7,0,0,8345,NIFTY,NFO,Futures,24-Nov-22,Others,0,18184.7,18186.7,18182.1,18183.1,41600,12386750,1080,8513050,28129450,0.0005273577169551125,0.0005272187127421123,0.0006503553845983837,12.889285714285506,195800.0,64.39999999999782,0.0,0.003358427080676765,18109.15,18115.7,-0.00017115488136476564,0.00040589010042335616
01-11-2022 14:50,NIFTY,NSE,0,0,0,0,18118.55,18144.55,18111.25,18139.6,0,0,8346,NIFTY,NFO,Futures,24-Nov-22,Others,0,18212.95,18217.45,18210.0,18210.0,30900,12425700,1085,8447150,28182850,0.0011535043904915554,0.0011528396154669432,0.0006787779943564776,14.09285714285683,-12500.0,70.40000000000146,0.0,0.0024867812286807804,18118.7,18108.6,0.0005273577169551125,-0.00039192523612130437
01-11-2022 14:55,NIFTY,NSE,0,0,0,0,18139.7,18141.1,18129.8,18133.9,0,0,8347,NIFTY,NFO,Futures,24-Nov-22,Others,0,18201.55,18205.85,18201.55,18205.1,26300,12481850,1090,8378600,28310550,-0.0003142296412267376,-0.0003142790217052613,0.000678774751717737,14.4392857142853,59150.0,71.19999999999709,0.0,0.002107059281512013,18139.6,18103.9,0.0011535043904915554,-0.0002595451884738198
01-11-2022 15:00,NIFTY,NSE,0,0,0,0,18134.0,18136.95,18103.05,18112.05,0,0,8348,NIFTY,NFO,Futures,24-Nov-22,Others,0,18177.8,18192.0,18174.95,18191.85,40850,12650000,1095,8240950,27853400,-0.0012049255813698645,-0.0012056520878476473,0.0007119987126774689,15.832142857142442,-594800.0,79.79999999999927,0.0,0.003229248756581126,18133.9,18112.25,-0.0003142296412267376,0.0004612265865364673
01-11-2022 15:05,NIFTY,NSE,0,0,0,0,18111.8,18148.85,18111.7,18147.65,0,0,8349,NIFTY,NFO,Futures,24-Nov-22,Others,0,18208.8,18210.0,18203.8,18207.45,38700,12670500,1100,8180650,27823100,0.001965542277102994,0.001963613126352738,0.0007929294058821183,17.585714285713816,-90600.0,59.79999999999927,0.0,0.0030543385774564084,18112.05,18109.15,-0.0012049255813698645,-0.00017115488136476564
01-11-2022 15:10,NIFTY,NSE,0,0,0,0,18147.25,18148.9,18140.6,18147.65,0,0,8350,NIFTY,NFO,Futures,24-Nov-22,Others,0,18205.0,18212.0,18204.45,18212.0,47150,12668900,1105,7969400,28165050,0.0,0.0,0.0007918775668601429,17.017857142856883,130700.0,64.34999999999854,0.0,0.0037217119306560214,18147.65,18118.7,0.001965542277102994,0.0005273577169551125
01-11-2022 15:15,NIFTY,NSE,0,0,0,0,18147.75,18153.45,18145.15,18149.8,0,0,8351,NIFTY,NFO,Futures,24-Nov-22,Others,0,18206.45,18211.7,18206.1,18210.15,33250,12654950,1110,7802400,27788250,0.0001184726397081004,0.00011846562237915621,0.0007870972503865841,16.7321428571426,-543800.0,60.35000000000218,0.0,0.0026274301654743665,18147.65,18139.6,0.0,0.0011535043904915554
01-11-2022 15:20,NIFTY,NSE,0,0,0,0,18148.45,18154.55,18145.0,18151.4,0,0,8352,NIFTY,NFO,Futures,24-Nov-22,Others,0,18217.0,18217.0,18214.65,18216.85,32250,12641500,1115,7740800,27323900,8.81552413802833e-05,8.815135593533844e-05,0.0007869154224030196,16.58571428571408,-525950.0,65.44999999999709,0.0,0.0025511211050016926,18149.8,18133.9,0.0001184726397081004,-0.0003142296412267376
01-11-2022 15:25,NIFTY,NSE,0,0,0,0,18152.35,18155.6,18145.25,18147.3,0,0,8353,NIFTY,NFO,Futures,24-Nov-22,Others,0,18215.2,18216.7,18213.4,18216.65,33650,12637200,1120,7552800,26964500,-0.00022587789371630862,-0.00022590340796988637,0.0007884153007326514,16.228571428570962,-547400.0,69.35000000000218,0.0,0.0026627731884615903,18151.4,18112.05,8.81552413802833e-05,-0.0012049255813698645
02-11-2022 09:15,NIFTY,NSE,0,0,0,0,18177.9,18177.9,18136.6,18140.6,0,0,8381,NIFTY,NFO,Futures,24-Nov-22,Others,0,18222.15,18222.8,18195.0,18200.0,99200,12181600,1125,7138400,26703650,-0.00036920092796177695,-0.00036926909940420376,0.0007845424439624762,18.242857142856987,-675250.0,59.400000000001455,0.0,0.008143428766054643,18147.3,18147.65,-0.00022587789371630862,0.001965542277102994
02-11-2022 09:20,NIFTY,NSE,0,0,0,0,18138.15,18146.8,18110.7,18132.4,0,0,8382,NIFTY,NFO,Futures,24-Nov-22,Others,0,18193.95,18199.7,18192.0,18197.1,33950,12139250,1130,7464800,28413100,-0.00045202474008565474,-0.000452126934065778,0.0006403521521645568,20.16785714285678,2035850.0,64.69999999999709,0.0,0.0027967129108706955,18140.6,18147.65,-0.00036920092796177695,0.0
02-11-2022 09:25,NIFTY,NSE,0,0,0,0,18132.05,18144.15,18129.85,18137.3,0,0,8383,NIFTY,NFO,Futures,24-Nov-22,Others,0,18199.75,18202.2,18193.1,18202.0,16150,12150400,1135,7493800,29080250,0.0002702344973637416,0.00027019799059873565,0.0006407692952945709,20.18571428571418,696150.0,64.70000000000073,0.0,0.0013291742387761523,18132.4,18149.8,-0.00045202474008565474,0.0001184726397081004
02-11-2022 09:30,NIFTY,NSE,0,0,0,0,18135.85,18147.4,18121.3,18121.95,0,0,8384,NIFTY,NFO,Futures,24-Nov-22,Others,0,18191.65,18191.65,18177.0,18178.35,42950,12146600,1140,7521900,29418900,-0.0008463222199555087,-0.0008466805527964662,0.0006552883328700413,21.142857142857142,366750.0,56.39999999999782,0.0,0.0035359686220038018,18137.3,18151.4,0.0002702344973637416,8.81552413802833e-05
02-11-2022 09:35,NIFTY,NSE,0,0,0,0,18120.35,18122.4,18102.05,18107.15,0,0,8385,NIFTY,NFO,Futures,24-Nov-22,Others,0,18167.6,18167.6,18161.1,18166.0,62050,12070350,1145,7631550,29573500,-0.0008166891532092047,-0.0008170228254790746,0.0006566332571729882,21.492857142857506,264250.0,58.849999999998545,0.0,0.005140695577121162,18121.95,18147.3,-0.0008463222199555087,-0.00022587789371630862
02-11-2022 09:40,NIFTY,NSE,0,0,0,0,18106.55,18128.85,18103.65,18124.1,0,0,8386,NIFTY,NFO,Futures,24-Nov-22,Others,0,18177.35,18178.0,18174.35,18175.0,11800,12037800,1150,7594500,29754950,0.000936094305288071,0.0009356564422466357,0.000675493046189591,22.535714285714544,144400.0,50.900000000001455,0.0,0.000980245478389284,18107.15,18140.6,-0.0008166891532092047,-0.00036920092796177695
02-11-2022 09:45,NIFTY,NSE,0,0,0,0,18123.7,18150.6,18122.75,18150.6,0,0,8387,NIFTY,NFO,Futures,24-Nov-22,Others,0,18195.4,18204.0,18195.4,18198.75,52800,12006000,1155,7371900,30165600,0.001462141568408848,0.0014610736802348724,0.0007090561678505898,22.14642857142878,188050.0,48.150000000001455,0.0,0.004397800733150031,18124.1,18132.4,0.000936094305288071,-0.00045202474008565474
02-11-2022 09:50,NIFTY,NSE,0,0,0,0,18150.55,18150.55,18140.45,18141.7,0,0,8388,NIFTY,NFO,Futures,24-Nov-22,Others,0,18197.05,18199.65,18188.0,18188.55,34300,11964300,1160,7177950,30537900,-0.0004903419170715351,-0.0004904621739822967,0.0007074842672700925,22.060714285714443,178350.0,46.849999999998545,0.0,0.0028668620089046574,18150.6,18137.3,0.001462141568408848,0.0002702344973637416
02-11-2022 09:55,NIFTY,NSE,0,0,0,0,18142.1,18142.1,18115.5,18117.15,0,0,8389,NIFTY,NFO,Futures,24-Nov-22,Others,0,18171.0,18172.25,18165.0,18167.8,25150,11936750,1165,7112200,30692400,-0.0013532359150465467,-0.0013541523656433105,0.0007496711220262108,21.53928571428566,88750.0,50.64999999999782,0.0,0.002106938479323226,18141.7,18121.95,-0.0004903419170715351,-0.0008463222199555087
02-11-2022 10:00,NIFTY,NSE,0,0,0,0,18117.4,18130.5,18107.3,18128.35,0,0,8390,NIFTY,NFO,Futures,24-Nov-22,Others,0,18179.65,18183.0,18170.0,18171.2,9550,11930050,1170,7095650,30691400,0.000618198778505219,0.0006180077723561377,0.0007576650579422013,20.542857142857297,-17550.0,42.85000000000218,0.0,0.0008004995116952979,18117.15,18107.15,-0.0013532359150465467,-0.0008166891532092047
02-11-2022 10:05,NIFTY,NSE,0,0,0,0,18129.35,18133.55,18118.3,18128.1,0,0,8391,NIFTY,NFO,Futures,24-Nov-22,Others,0,18182.6,18184.35,18173.55,18175.1,12100,11920050,1175,7100100,30835500,-1.3790554573400726e-05,-1.3790649663972684e-05,0.0007540809619886084,21.03928571428566,148550.0,47.0,0.0,0.0010150963280274555,18128.35,18124.1,0.000618198778505219,0.000936094305288071
02-11-2022 10:10,NIFTY,NSE,0,0,0,0,18127.85,18127.85,18118.55,18121.5,0,0,8392,NIFTY,NFO,Futures,24-Nov-22,Others,0,18180.0,18180.0,18172.1,18173.0,10400,11914350,1180,7119300,30738300,-0.0003640756615419516,-0.00036414195317621716,0.0007568878229602239,21.110714285714234,-78000.0,51.5,0.0,0.0008728968955170114,18128.1,18150.6,-1.3790554573400726e-05,0.001462141568408848
02-11-2022 10:15,NIFTY,NSE,0,0,0,0,18121.5,18123.4,18112.5,18118.45,0,0,8393,NIFTY,NFO,Futures,24-Nov-22,Others,0,18169.3,18174.25,18166.85,18171.45,20900,11929100,1185,7134250,30675050,-0.00016830836299419616,-0.00016832252843618692,0.0007451925831229382,21.207142857142962,-48300.0,53.0,0.0,0.0017520180271757277,18121.5,18141.7,-0.0003640756615419516,-0.0004903419170715351
02-11-2022 10:20,NIFTY,NSE,0,0,0,0,18117.8,18121.0,18105.75,18107.1,0,0,8394,NIFTY,NFO,Futures,24-Nov-22,Others,0,18164.1,18166.85,18159.45,18163.4,44450,11910200,1190,7156250,30327600,-0.0006264332765772984,-0.0006266295678821844,0.0007535093744311336,21.557142857143067,-325450.0,56.30000000000291,0.0,0.003732094865569439,18118.45,18117.15,-0.00016830836299419616,-0.0013532359150465467
02-11-2022 10:25,NIFTY,NSE,0,0,0,0,18107.7,18118.7,18103.95,18113.85,0,0,8395,NIFTY,NFO,Futures,24-Nov-22,Others,0,18166.1,18169.65,18161.1,18165.0,12450,11899250,1195,7136450,30184400,0.0003727819474128591,0.0003727124814859268,0.0007466913191602435,19.660714285714285,-163000.0,51.150000000001455,0.0,0.0010462843417623512,18107.1,18128.35,-0.0006264332765772984,0.000618198778505219
02-11-2022 10:30,NIFTY,NSE,0,0,0,0,18113.55,18125.3,18109.15,18118.2,0,0,8396,NIFTY,NFO,Futures,24-Nov-22,Others,0,18170.35,18171.95,18167.35,18171.15,9550,11898100,1200,7080550,30443700,0.0002401477322602208,0.0002401189014092492,0.0007364419774626065,18.235714285714234,203400.0,52.95000000000073,0.0,0.0008026490950110442,18113.85,18128.1,0.0003727819474128591,-1.3790554573400726e-05
02-11-2022 10:35,NIFTY,NSE,0,0,0,0,18118.9,18130.95,18116.75,18128.6,0,0,8397,NIFTY,NFO,Futures,24-Nov-22,Others,0,18180.0,18181.1,18176.5,18178.0,13950,11904400,1205,7025600,30743950,0.0005740084555860836,0.000573843775747941,0.0007401227900739399,18.22857142857122,245300.0,49.400000000001455,0.0,0.001171835525365787,18118.2,18121.5,0.0002401477322602208,-0.0003640756615419516
