datetime,stock_code,exchange_code,product_type,expiry_date,right,strike_price,open,high,low,close,volume,open_interest,count
01-11-2022 07:35,NIFTY,NSE,,,,,18012.2,18012.2,18012.2,18012.2,,,8259
01-11-2022 07:40,NIFTY,NSE,,,,,18012.2,18012.2,18012.2,18012.2,,,8260
01-11-2022 07:45,NIFTY,NSE,,,,,18012.2,18012.2,18012.2,18012.2,,,8261
01-11-2022 07:50,NIFTY,NSE,,,,,18012.2,18012.2,18012.2,18012.2,,,8262
01-11-2022 07:55,NIFTY,NSE,,,,,18012.2,18012.2,18012.2,18012.2,,,8263
01-11-2022 08:00,NIFTY,NSE,,,,,18012.2,18012.2,18012.2,18012.2,,,8264
01-11-2022 08:05,NIFTY,NSE,,,,,18012.2,18012.2,18012.2,18012.2,,,8265
01-11-2022 08:10,NIFTY,NSE,,,,,18012.2,18012.2,18012.2,18012.2,,,8266
01-11-2022 08:15,NIFTY,NSE,,,,,18012.2,18012.2,18012.2,18012.2,,,8267
01-11-2022 08:20,NIFTY,NSE,,,,,18012.2,18012.2,18012.2,18012.2,,,8268
01-11-2022 08:25,NIFTY,NSE,,,,,18012.2,18012.2,18012.2,18012.2,,,8269
01-11-2022 08:30,NIFTY,NSE,,,,,18012.2,18012.2,18012.2,18012.2,,,8270
01-11-2022 08:35,NIFTY,NSE,,,,,18012.2,18012.2,18012.2,18012.2,,,8271
01-11-2022 08:40,NIFTY,NSE,,,,,18012.2,18012.2,18012.2,18012.2,,,8272
01-11-2022 08:45,NIFTY,NSE,,,,,18012.2,18012.2,18012.2,18012.2,,,8273
01-11-2022 08:50,NIFTY,NSE,,,,,18012.2,18012.2,18012.2,18012.2,,,8274
01-11-2022 08:55,NIFTY,NSE,,,,,18012.2,18012.2,18012.2,18012.2,,,8275
01-11-2022 09:00,NIFTY,NSE,,,,,18012.2,18314.05,18012.2,18187.4,,,8276
01-11-2022 09:05,NIFTY,NSE,,,,,18203.75,18243.45,18177.15,18181.85,,,8277
01-11-2022 09:10,NIFTY,NSE,,,,,18181.05,18181.05,18130.35,18130.7,,,8278
01-11-2022 09:15,NIFTY,NSE,,,,,18130.7,18130.7,18091.55,18105.1,,,8279
01-11-2022 09:20,NIFTY,NSE,,,,,18109.85,18120.95,18098.95,18100.8,,,8280
01-11-2022 09:25,NIFTY,NSE,,,,,18099.75,18117.4,18088.65,18115.7,,,8281
01-11-2022 09:30,NIFTY,NSE,,,,,18116.4,18122.65,18108.7,18115.95,,,8282
01-11-2022 09:35,NIFTY,NSE,,,,,18116.65,18119,18105.75,18108.15,,,8283
01-11-2022 09:40,NIFTY,NSE,,,,,18107.65,18121.05,18101.6,18121.05,,,8284
01-11-2022 09:45,NIFTY,NSE,,,,,18121.75,18127.1,18117.35,18125.15,,,8285
01-11-2022 09:50,NIFTY,NSE,,,,,18124.7,18137.05,18121.85,18132.25,,,8286
01-11-2022 09:55,NIFTY,NSE,,,,,18133.1,18141.8,18132.2,18137.35,,,8287
01-11-2022 10:00,NIFTY,NSE,,,,,18136.9,18142.15,18131.3,18138.5,,,8288
01-11-2022 10:05,NIFTY,NSE,,,,,18138.4,18145.3,18135.4,18144.15,,,8289
01-11-2022 10:10,NIFTY,NSE,,,,,18143.85,18154,18134.5,18153.9,,,8290
01-11-2022 10:15,NIFTY,NSE,,,,,18153.4,18163.3,18152.25,18162.75,,,8291
01-11-2022 10:20,NIFTY,NSE,,,,,18162.4,18163.85,18155.9,18155.9,,,8292
01-11-2022 10:25,NIFTY,NSE,,,,,18156.7,18161.5,18147.4,18154,,,8293
01-11-2022 10:30,NIFTY,NSE,,,,,18154,18158.35,18150.95,18153.8,,,8294
01-11-2022 10:35,NIFTY,NSE,,,,,18153.6,18157.85,18144.55,18149.55,,,8295
01-11-2022 10:40,NIFTY,NSE,,,,,18149.5,18158.35,18149.5,18158.35,,,8296
01-11-2022 10:45,NIFTY,NSE,,,,,18158.7,18169.45,18158.4,18168.4,,,8297
01-11-2022 10:50,NIFTY,NSE,,,,,18168.75,18171.55,18164.8,18167.55,,,8298
01-11-2022 10:55,NIFTY,NSE,,,,,18168.2,18169.65,18162.55,18167.8,,,8299
01-11-2022 11:00,NIFTY,NSE,,,,,18168,18175.4,18164.75,18164.75,,,8300
01-11-2022 11:05,NIFTY,NSE,,,,,18165.4,18166.6,18153.7,18155.35,,,8301
01-11-2022 11:10,NIFTY,NSE,,,,,18155.6,18164.45,18155.45,18158.05,,,8302
01-11-2022 11:15,NIFTY,NSE,,,,,18158.65,18158.75,18147.6,18157.55,,,8303
01-11-2022 11:20,NIFTY,NSE,,,,,18157.65,18161.55,18152.2,18158.5,,,8304
01-11-2022 11:25,NIFTY,NSE,,,,,18158.9,18161.45,18151.7,18154.8,,,8305
01-11-2022 11:30,NIFTY,NSE,,,,,18154.65,18156.25,18136.75,18137.1,,,8306
01-11-2022 11:35,NIFTY,NSE,,,,,18137.2,18146.25,18135.65,18139.9,,,8307
01-11-2022 11:40,NIFTY,NSE,,,,,18140.25,18143.9,18136.45,18138.85,,,8308
01-11-2022 11:45,NIFTY,NSE,,,,,18138.25,18140,18133.55,18138.6,,,8309
01-11-2022 11:50,NIFTY,NSE,,,,,18138.1,18144.1,18136.95,18143.25,,,8310
01-11-2022 11:55,NIFTY,NSE,,,,,18142.8,18144.95,18140.45,18143.95,,,8311
01-11-2022 12:00,NIFTY,NSE,,,,,18143.55,18151.85,18143.45,18146.5,,,8312
01-11-2022 12:05,NIFTY,NSE,,,,,18147.25,18147.45,18134.05,18136.45,,,8313
01-11-2022 12:10,NIFTY,NSE,,,,,18136.7,18139,18132.25,18138.25,,,8314
01-11-2022 12:15,NIFTY,NSE,,,,,18138.4,18138.4,18120.05,18120.05,,,8315
01-11-2022 12:20,NIFTY,NSE,,,,,18120.55,18128.6,18117.15,18128.6,,,8316
01-11-2022 12:25,NIFTY,NSE,,,,,18128.6,18131.9,18121.55,18122.9,,,8317
01-11-2022 12:30,NIFTY,NSE,,,,,18122.7,18131,18121.9,18128.55,,,8318
01-11-2022 12:35,NIFTY,NSE,,,,,18127.95,18129.55,18117.2,18119.05,,,8319
01-11-2022 12:40,NIFTY,NSE,,,,,18118.7,18121.4,18108.25,18115.95,,,8320
01-11-2022 12:45,NIFTY,NSE,,,,,18115.5,18125.6,18113.8,18125.45,,,8321
01-11-2022 12:50,NIFTY,NSE,,,,,18124.9,18128.55,18122.25,18124.5,,,8322
01-11-2022 12:55,NIFTY,NSE,,,,,18124.15,18134.05,18123.75,18126.5,,,8323
01-11-2022 13:00,NIFTY,NSE,,,,,18126.25,18126.25,18115.65,18116.6,,,8324
01-11-2022 13:05,NIFTY,NSE,,,,,18116,18116.95,18070.55,18072.75,,,8325
01-11-2022 13:10,NIFTY,NSE,,,,,18071.8,18081.45,18070.7,18076.55,,,8326
01-11-2022 13:15,NIFTY,NSE,,,,,18076.75,18077.85,18060.9,18067.6,,,8327
01-11-2022 13:20,NIFTY,NSE,,,,,18067.1,18084.4,18065.65,18084.4,,,8328
01-11-2022 13:25,NIFTY,NSE,,,,,18083.65,18094.1,18083.25,18089.45,,,8329
01-11-2022 13:30,NIFTY,NSE,,,,,18089.25,18108.8,18086.5,18104.55,,,8330
01-11-2022 13:35,NIFTY,NSE,,,,,18104.7,18117.5,18104.25,18116.8,,,8331
01-11-2022 13:40,NIFTY,NSE,,,,,18116.85,18123.05,18106.6,18110.85,,,8332
01-11-2022 13:45,NIFTY,NSE,,,,,18110.3,18112.5,18106.05,18110,,,8333
01-11-2022 13:50,NIFTY,NSE,,,,,18110.25,18121.4,18107,18117.7,,,8334
01-11-2022 13:55,NIFTY,NSE,,,,,18116.9,18124.5,18111.9,18115.35,,,8335
01-11-2022 14:00,NIFTY,NSE,,,,,18115.25,18116.5,18100.25,18102.35,,,8336
01-11-2022 14:05,NIFTY,NSE,,,,,18101.9,18113.85,18101.55,18106.7,,,8337
01-11-2022 14:10,NIFTY,NSE,,,,,18106.5,18106.5,18094.9,18095.25,,,8338
01-11-2022 14:15,NIFTY,NSE,,,,,18095.8,18110.95,18095.6,18108.35,,,8339
01-11-2022 14:20,NIFTY,NSE,,,,,18108.2,18120.8,18107.7,18115.7,,,8340
01-11-2022 14:25,NIFTY,NSE,,,,,18115.35,18116.4,18107.25,18108.6,,,8341
01-11-2022 14:30,NIFTY,NSE,,,,,18107.85,18112.6,18098.55,18103.9,,,8342
01-11-2022 14:35,NIFTY,NSE,,,,,18105.45,18117.75,18105.05,18112.25,,,8343
01-11-2022 14:40,NIFTY,NSE,,,,,18111.95,18120.6,18105.15,18109.15,,,8344
01-11-2022 14:45,NIFTY,NSE,,,,,18108.9,18119.25,18108.65,18118.7,,,8345
01-11-2022 14:50,NIFTY,NSE,,,,,18118.55,18144.55,18111.25,18139.6,,,8346
01-11-2022 14:55,NIFTY,NSE,,,,,18139.7,18141.1,18129.8,18133.9,,,8347
01-11-2022 15:00,NIFTY,NSE,,,,,18134,18136.95,18103.05,18112.05,,,8348
01-11-2022 15:05,NIFTY,NSE,,,,,18111.8,18148.85,18111.7,18147.65,,,8349
01-11-2022 15:10,NIFTY,NSE,,,,,18147.25,18148.9,18140.6,18147.65,,,8350
01-11-2022 15:15,NIFTY,NSE,,,,,18147.75,18153.45,18145.15,18149.8,,,8351
01-11-2022 15:20,NIFTY,NSE,,,,,18148.45,18154.55,18145,18151.4,,,8352
01-11-2022 15:25,NIFTY,NSE,,,,,18152.35,18155.6,18145.25,18147.3,,,8353
01-11-2022 15:30,NIFTY,NSE,,,,,18147.2,18151.05,18137.55,18142.1,,,8354
01-11-2022 15:35,NIFTY,NSE,,,,,18142.1,18145.4,18142.1,18145.4,,,8355
01-11-2022 15:40,NIFTY,NSE,,,,,18145.4,18145.4,18145.4,18145.4,,,8356
01-11-2022 15:45,NIFTY,NSE,,,,,18145.4,18145.4,18145.4,18145.4,,,8357
01-11-2022 15:50,NIFTY,NSE,,,,,18145.4,18145.4,18145.4,18145.4,,,8358
01-11-2022 15:55,NIFTY,NSE,,,,,18145.4,18145.4,18145.4,18145.4,,,8359
01-11-2022 16:00,NIFTY,NSE,,,,,18145.4,18145.4,18145.4,18145.4,,,8360
01-11-2022 16:05,NIFTY,NSE,,,,,18145.4,18145.4,18145.4,18145.4,,,8361
02-11-2022 07:40,NIFTY,NSE,,,,,18145.4,18145.4,18145.4,18145.4,,,8362
02-11-2022 07:45,NIFTY,NSE,,,,,18145.4,18145.4,18145.4,18145.4,,,8363
02-11-2022 07:50,NIFTY,NSE,,,,,18145.4,18145.4,18145.4,18145.4,,,8364
02-11-2022 07:55,NIFTY,NSE,,,,,18145.4,18145.4,18145.4,18145.4,,,8365
02-11-2022 08:00,NIFTY,NSE,,,,,18145.4,18145.4,18145.4,18145.4,,,8366
02-11-2022 08:05,NIFTY,NSE,,,,,18145.4,18145.4,18145.4,18145.4,,,8367
02-11-2022 08:10,NIFTY,NSE,,,,,18145.4,18145.4,18145.4,18145.4,,,8368
02-11-2022 08:15,NIFTY,NSE,,,,,18145.4,18145.4,18145.4,18145.4,,,8369
02-11-2022 08:20,NIFTY,NSE,,,,,18145.4,18145.4,18145.4,18145.4,,,8370
02-11-2022 08:25,NIFTY,NSE,,,,,18145.4,18145.4,18145.4,18145.4,,,8371
02-11-2022 08:30,NIFTY,NSE,,,,,18145.4,18145.4,18145.4,18145.4,,,8372
02-11-2022 08:35,NIFTY,NSE,,,,,18145.4,18145.4,18145.4,18145.4,,,8373
02-11-2022 08:40,NIFTY,NSE,,,,,18145.4,18145.4,18145.4,18145.4,,,8374
02-11-2022 08:45,NIFTY,NSE,,,,,18145.4,18145.4,18145.4,18145.4,,,8375
02-11-2022 08:50,NIFTY,NSE,,,,,18145.4,18145.4,18145.4,18145.4,,,8376
02-11-2022 08:55,NIFTY,NSE,,,,,18145.4,18145.4,18145.4,18145.4,,,8377
02-11-2022 09:00,NIFTY,NSE,,,,,18145.4,18145.4,17488.25,18066.25,,,8378
02-11-2022 09:05,NIFTY,NSE,,,,,18064.85,18146.3,18050.7,18145.75,,,8379
02-11-2022 09:10,NIFTY,NSE,,,,,18145.7,18177.9,18143.85,18177.9,,,8380
02-11-2022 09:15,NIFTY,NSE,,,,,18177.9,18177.9,18136.6,18140.6,,,8381
02-11-2022 09:20,NIFTY,NSE,,,,,18138.15,18146.8,18110.7,18132.4,,,8382
02-11-2022 09:25,NIFTY,NSE,,,,,18132.05,18144.15,18129.85,18137.3,,,8383
02-11-2022 09:30,NIFTY,NSE,,,,,18135.85,18147.4,18121.3,18121.95,,,8384
02-11-2022 09:35,NIFTY,NSE,,,,,18120.35,18122.4,18102.05,18107.15,,,8385
02-11-2022 09:40,NIFTY,NSE,,,,,18106.55,18128.85,18103.65,18124.1,,,8386
02-11-2022 09:45,NIFTY,NSE,,,,,18123.7,18150.6,18122.75,18150.6,,,8387
02-11-2022 09:50,NIFTY,NSE,,,,,18150.55,18150.55,18140.45,18141.7,,,8388
02-11-2022 09:55,NIFTY,NSE,,,,,18142.1,18142.1,18115.5,18117.15,,,8389
02-11-2022 10:00,NIFTY,NSE,,,,,18117.4,18130.5,18107.3,18128.35,,,8390
02-11-2022 10:05,NIFTY,NSE,,,,,18129.35,18133.55,18118.3,18128.1,,,8391
02-11-2022 10:10,NIFTY,NSE,,,,,18127.85,18127.85,18118.55,18121.5,,,8392
02-11-2022 10:15,NIFTY,NSE,,,,,18121.5,18123.4,18112.5,18118.45,,,8393
02-11-2022 10:20,NIFTY,NSE,,,,,18117.8,18121,18105.75,18107.1,,,8394
02-11-2022 10:25,NIFTY,NSE,,,,,18107.7,18118.7,18103.95,18113.85,,,8395
02-11-2022 10:30,NIFTY,NSE,,,,,18113.55,18125.3,18109.15,18118.2,,,8396
02-11-2022 10:35,NIFTY,NSE,,,,,18118.9,18130.95,18116.75,18128.6,,,8397
02-11-2022 10:40,NIFTY,NSE,,,,,18128.35,18130.25,18124.2,18127.85,,,8398
02-11-2022 10:45,NIFTY,NSE,,,,,18127.8,18127.95,18117.75,18118.75,,,8399
02-11-2022 10:50,NIFTY,NSE,,,,,18118.5,18128.3,18115.4,18125.3,,,8400
02-11-2022 10:55,NIFTY,NSE,,,,,18124.35,18128.95,18112.7,18112.7,,,8401
02-11-2022 11:00,NIFTY,NSE,,,,,18112.7,18113.65,18105,18105.85,,,8402
02-11-2022 11:05,NIFTY,NSE,,,,,18105.8,18113.5,18095.05,18095.05,,,8403
02-11-2022 11:10,NIFTY,NSE,,,,,18095.4,18113,18092.65,18110.05,,,8404
02-11-2022 11:15,NIFTY,NSE,,,,,18109.6,18119.5,18106.75,18119.05,,,8405
02-11-2022 11:20,NIFTY,NSE,,,,,18120.2,18121.7,18113.1,18114.55,,,8406
02-11-2022 11:25,NIFTY,NSE,,,,,18114.3,18120.95,18111.65,18114.45,,,8407
02-11-2022 11:30,NIFTY,NSE,,,,,18114.55,18116.4,18109.05,18113.7,,,8408
02-11-2022 11:35,NIFTY,NSE,,,,,18112.75,18112.75,18103.55,18104.45,,,8409
02-11-2022 11:40,NIFTY,NSE,,,,,18104.35,18111.5,18104.25,18109,,,8410
02-11-2022 11:45,NIFTY,NSE,,,,,18108.25,18110.55,18100.05,18102.45,,,8411
02-11-2022 11:50,NIFTY,NSE,,,,,18102.75,18106.5,18092,18101.5,,,8412
02-11-2022 11:55,NIFTY,NSE,,,,,18101.8,18102.8,18095.55,18097.9,,,8413
02-11-2022 12:00,NIFTY,NSE,,,,,18097.25,18101.6,18091.2,18101.6,,,8414
02-11-2022 12:05,NIFTY,NSE,,,,,18101.85,18104.65,18092.65,18092.85,,,8415
02-11-2022 12:10,NIFTY,NSE,,,,,18092.85,18096.1,18085.55,18087.45,,,8416
02-11-2022 12:15,NIFTY,NSE,,,,,18087.6,18091.15,18086.95,18089.9,,,8417
02-11-2022 12:20,NIFTY,NSE,,,,,18089.6,18090.75,18081.45,18081.45,,,8418
02-11-2022 12:25,NIFTY,NSE,,,,,18081.95,18096.1,18081.65,18095,,,8419
02-11-2022 12:30,NIFTY,NSE,,,,,18095,18097.35,18085.65,18087.5,,,8420
02-11-2022 12:35,NIFTY,NSE,,,,,18087.35,18088.1,18079.55,18081.55,,,8421
02-11-2022 12:40,NIFTY,NSE,,,,,18082.75,18089.95,18081.2,18089.4,,,8422
02-11-2022 12:45,NIFTY,NSE,,,,,18090.05,18092.5,18078.1,18078.1,,,8423
02-11-2022 12:50,NIFTY,NSE,,,,,18079.05,18081.6,18072,18074.1,,,8424
02-11-2022 12:55,NIFTY,NSE,,,,,18074.6,18075.95,18066.85,18072.6,,,8425
02-11-2022 13:00,NIFTY,NSE,,,,,18073.1,18074.85,18058.4,18059.25,,,8426
02-11-2022 13:05,NIFTY,NSE,,,,,18059.25,18071.8,18058.1,18071.3,,,8427
02-11-2022 13:10,NIFTY,NSE,,,,,18071.1,18079.6,18067.2,18077.55,,,8428
02-11-2022 13:15,NIFTY,NSE,,,,,18078,18081.7,18073.75,18081.4,,,8429
02-11-2022 13:20,NIFTY,NSE,,,,,18080.95,18097.5,18079.15,18096.75,,,8430
02-11-2022 13:25,NIFTY,NSE,,,,,18097.35,18099.25,18088.65,18091.75,,,8431
02-11-2022 13:30,NIFTY,NSE,,,,,18091.65,18093.4,18085.5,18088.35,,,8432
02-11-2022 13:35,NIFTY,NSE,,,,,18088.7,18091.65,18076.9,18079.15,,,8433
02-11-2022 13:40,NIFTY,NSE,,,,,18078.8,18079.35,18063.25,18067.55,,,8434
02-11-2022 13:45,NIFTY,NSE,,,,,18067.35,18071.4,18057.5,18059.1,,,8435
02-11-2022 13:50,NIFTY,NSE,,,,,18059.05,18076.85,18057.55,18075.15,,,8436
02-11-2022 13:55,NIFTY,NSE,,,,,18075.3,18080.3,18069.5,18074.65,,,8437
02-11-2022 14:00,NIFTY,NSE,,,,,18073.2,18075.4,18059.95,18060.65,,,8438
02-11-2022 14:05,NIFTY,NSE,,,,,18060.85,18070.15,18053.75,18058.7,,,8439
02-11-2022 14:10,NIFTY,NSE,,,,,18058.7,18060.15,18052.5,18054.15,,,8440
02-11-2022 14:15,NIFTY,NSE,,,,,18054.65,18059.45,18049.95,18058.2,,,8441
02-11-2022 14:20,NIFTY,NSE,,,,,18058.15,18069.7,18055.9,18068.6,,,8442
02-11-2022 14:25,NIFTY,NSE,,,,,18068.4,18076.85,18062.15,18065.95,,,8443
02-11-2022 14:30,NIFTY,NSE,,,,,18066.7,18070.55,18064.4,18070.15,,,8444
02-11-2022 14:35,NIFTY,NSE,,,,,18070.4,18078.8,18070.15,18077,,,8445
02-11-2022 14:40,NIFTY,NSE,,,,,18077.2,18079.4,18071.8,18075.45,,,8446
02-11-2022 14:45,NIFTY,NSE,,,,,18075.1,18077.4,18066,18066,,,8447
02-11-2022 14:50,NIFTY,NSE,,,,,18066.25,18074.25,18063.95,18071.15,,,8448
02-11-2022 14:55,NIFTY,NSE,,,,,18071.3,18072.5,18061.45,18064.05,,,8449
02-11-2022 15:00,NIFTY,NSE,,,,,18064.1,18088.15,18056.9,18085.7,,,8450
02-11-2022 15:05,NIFTY,NSE,,,,,18084.85,18090.75,18077.55,18086.35,,,8451
02-11-2022 15:10,NIFTY,NSE,,,,,18086.45,18092.45,18082.8,18090.9,,,8452
02-11-2022 15:15,NIFTY,NSE,,,,,18091.4,18092.05,18082.05,18087.35,,,8453
02-11-2022 15:20,NIFTY,NSE,,,,,18087.4,18090.75,18080.45,18080.5,,,8454
02-11-2022 15:25,NIFTY,NSE,,,,,18080.3,18082.6,18074.1,18076.9,,,8455
02-11-2022 15:30,NIFTY,NSE,,,,,18077,18079.15,18070.7,18074.05,,,8456
02-11-2022 15:35,NIFTY,NSE,,,,,18074.05,18082.85,18074.05,18082.85,,,8457
02-11-2022 15:40,NIFTY,NSE,,,,,18082.85,18082.85,18082.85,18082.85,,,8458
02-11-2022 15:45,NIFTY,NSE,,,,,18082.85,18082.85,18082.85,18082.85,,,8459
02-11-2022 15:50,NIFTY,NSE,,,,,18082.85,18082.85,18082.85,18082.85,,,8460
02-11-2022 15:55,NIFTY,NSE,,,,,18082.85,18082.85,18082.85,18082.85,,,8461
02-11-2022 16:00,NIFTY,NSE,,,,,18082.85,18082.85,18082.85,18082.85,,,8462
02-11-2022 16:05,NIFTY,NSE,,,,,18082.85,18082.85,18082.85,18082.85,,,8463
03-11-2022 08:00,NIFTY,NSE,,,,,18082.85,18082.85,18082.85,18082.85,,,8464
03-11-2022 08:05,NIFTY,NSE,,,,,18082.85,18082.85,18082.85,18082.85,,,8465
03-11-2022 08:10,NIFTY,NSE,,,,,18082.85,18082.85,18082.85,18082.85,,,8466
03-11-2022 08:15,NIFTY,NSE,,,,,18082.85,18082.85,18082.85,18082.85,,,8467
03-11-2022 08:20,NIFTY,NSE,,,,,18082.85,18082.85,18082.85,18082.85,,,8468
03-11-2022 08:25,NIFTY,NSE,,,,,18082.85,18082.85,18082.85,18082.85,,,8469
03-11-2022 08:30,NIFTY,NSE,,,,,18082.85,18082.85,18082.85,18082.85,,,8470
03-11-2022 08:35,NIFTY,NSE,,,,,18082.85,18082.85,18082.85,18082.85,,,8471
03-11-2022 08:40,NIFTY,NSE,,,,,18082.85,18082.85,18082.85,18082.85,,,8472
03-11-2022 08:45,NIFTY,NSE,,,,,18082.85,18082.85,18082.85,18082.85,,,8473
03-11-2022 08:50,NIFTY,NSE,,,,,18082.85,18082.85,18082.85,18082.85,,,8474
03-11-2022 08:55,NIFTY,NSE,,,,,18082.85,18082.85,18082.85,18082.85,,,8475
03-11-2022 09:00,NIFTY,NSE,,,,,18082.85,18082.85,17535.4,17802.8,,,8476
03-11-2022 09:05,NIFTY,NSE,,,,,17801.9,17976.7,17795.35,17956.95,,,8477
03-11-2022 09:10,NIFTY,NSE,,,,,17957.45,17971.5,17957.25,17968.35,,,8478
03-11-2022 09:15,NIFTY,NSE,,,,,17968.35,17989.55,17964.6,17979.65,,,8479
03-11-2022 09:20,NIFTY,NSE,,,,,17983.65,18029.35,17983.65,18010.55,,,8480
03-11-2022 09:25,NIFTY,NSE,,,,,18012.15,18025.9,18008.7,18014.75,,,8481
03-11-2022 09:30,NIFTY,NSE,,,,,18014.45,18042.05,18013.3,18041.1,,,8482
